"nome_fantasia","data_inicio_atividades","cnae_fiscal","cep","municipio","porte","dist_1","dist_2","dist_3","dist_4"
"ACADEMIA BOA FORMA","20040817","5611203","47600000","3377","1","NaN","NaN","NaN","NaN"
"ACADEMIA CORPO EM FORMA","20081231","9313100","44620000","3351","1","NaN","NaN","NaN","NaN"
"ACADEMIA DE GISNASTICA & MUSCULACAO ARENA I","20081205","9313100","42800049","3413","1","NaN","NaN","NaN","NaN"
"ACADEMIA EMBALO CORPORE","20000816","9313100","44380000","3495","1","NaN","NaN","NaN","NaN"
"ACADEMIA EQUILIBRIO FITNESS","20120110","9313100","45230000","3603","1","NaN","NaN","NaN","NaN"
"ACADEMIA ERGHOS","20090420","9313100","46140000","3691","1","NaN","NaN","NaN","NaN"
"ACADEMIA ESCALADA DA SAUDE","20120504","9313100","46750000","3739","1","NaN","NaN","NaN","NaN"
"ACADEMIA INFINITI","20100224","9313100","48500000","3513","1","NaN","NaN","NaN","NaN"
"ACADEMIA JC","19961230","9313100","46760000","3543","1","NaN","NaN","NaN","NaN"
"ACADEMIA JILCINHO","20090401","9313100","44250000","3477","1","NaN","NaN","NaN","NaN"
"ACADEMIA METAMORFOSE FITNESS","19970627","9313100","42808180","3413","5","NaN","NaN","NaN","NaN"
"ACADEMIA MUSCULOS","20030819","9602502","42800029","3413","1","NaN","NaN","NaN","NaN"
"ACADEMIA N K FITNESS","20100108","9313100","44380000","3495","1","NaN","NaN","NaN","NaN"
"ACADEMIA PLOC CENTER","20020228","9313100","41260085","3849","1","NaN","NaN","NaN","NaN"
"ACADEMIA POINT FITNESS","20110204","9313100","48420000","3331","1","NaN","NaN","NaN","NaN"
"ACADEMIA POS TREINO","20120419","9313100","46400000","3403","1","NaN","NaN","NaN","NaN"
"ACADEMIA PRAZER DE DANCAR","20100924","8592901","40100160","3849","1","NaN","NaN","NaN","NaN"
"ACADEMIA SHALON FITNESS","20120209","9313100","43850000","3889","1","NaN","NaN","NaN","NaN"
"ACADEMIA SUPERACAO","20040316","9313100","47810840","3363","1","NaN","NaN","NaN","NaN"
"ACADEMIA UIBAI FITNESS","20091204","9313100","44950000","3947","1","NaN","NaN","NaN","NaN"
"ACADEMIA WINNER","20111118","9313100","44021225","3515","1","NaN","NaN","NaN","NaN"
"ACAFV","20010122","9430800","48925000","3045","5","NaN","NaN","NaN","NaN"
"ACAI","19971022","9430800","48490000","3575","5","NaN","NaN","NaN","NaN"
"ACAJ","20080418","9001999","44840000","3925","5","NaN","NaN","NaN","NaN"
"ACAJUTIBA PREFEITURA GABINETE DO PREFEITO","19741230","8411600","48360000","3305","5","NaN","NaN","NaN","NaN"
"ACAL","19951123","9430800","48760000","3341","5","NaN","NaN","NaN","NaN"
"ACAL PRODUCOES","19991108","7312200","40280000","3849","1","NaN","NaN","NaN","NaN"
"ACALV","19980714","9430800","44910000","3071","5","NaN","NaN","NaN","NaN"
"ACAMB","19870223","9430800","44930000","3813","5","NaN","NaN","NaN","NaN"
"ACAMPAMENTO MAANAIM","19810821","5620103","44150000","3851","1","NaN","NaN","NaN","NaN"
"ACAMPO HOLDING - COMPRA E VENDA DE IMOVEIS LTDA","19950727","6810201","45200030","3661","5","NaN","NaN","NaN","NaN"
"ACAO DISTRIBUIDORA","20010110","4693100","45051070","3965","3","NaN","NaN","NaN","NaN"
"ACAO SOCIAL BEIJA-FLOR","20060822","9430800","44400000","3751","5","NaN","NaN","NaN","NaN"
"ACAO TUPINAMBA","20030829","9430800","45668000","3573","5","NaN","NaN","NaN","NaN"
"ACAP","19931230","9430800","45860000","3425","5","NaN","NaN","NaN","NaN"
"ACAPS","20041025","9430800","44798000","3047","5","NaN","NaN","NaN","NaN"
"ACAPSAL","20030429","9430800","48603970","3781","5","NaN","NaN","NaN","NaN"
"ACAPSD","20030429","9430800","48603970","3781","5","NaN","NaN","NaN","NaN"
"ACAQSA","20001227","9430800","44790000","3419","5","NaN","NaN","NaN","NaN"
"ACARAJE DA BETE","20070104","5611203","42700130","3685","1","NaN","NaN","NaN","NaN"
"ACARAJE DA NOEMIA","20120417","5612100","42705560","3685","1","NaN","NaN","NaN","NaN"
"ACARAJE DA TATY","20100517","5612100","41275188","3849","1","NaN","NaN","NaN","NaN"
"ACARAJE DI MAINHA","20101022","5611201","45570000","3579","1","NaN","NaN","NaN","NaN"
"ACAS","19910521","9499500","41194130","3849","5","NaN","NaN","NaN","NaN"
"ACASA","19980213","9430800","47580000","3733","5","NaN","NaN","NaN","NaN"
"ACASSELB","20001017","9430800","48800000","3731","5","NaN","NaN","NaN","NaN"
"ACAT","20040718","9430800","48720000","3683","5","NaN","NaN","NaN","NaN"
"ACATAR","19940826","9430800","46300000","3399","5","NaN","NaN","NaN","NaN"
"ACAVAM","20010629","8591100","48860000","3817","5","NaN","NaN","NaN","NaN"
"ACB","19900810","9430800","46140000","3691","5","NaN","NaN","NaN","NaN"
"ACBADEVIC","19871117","9430800","45025060","3965","5","NaN","NaN","NaN","NaN"
"ACBAFS","20050823","9430800","44006170","3515","5","NaN","NaN","NaN","NaN"
"ACBCAA","20061018","9499500","44645000","3081","5","NaN","NaN","NaN","NaN"
"ACBE","19870526","9430800","48750000","3823","5","NaN","NaN","NaN","NaN"
"ACBHA","19980807","9430800","44330990","3885","5","NaN","NaN","NaN","NaN"
"ACBPD","19960429","9430800","46500000","3697","5","NaN","NaN","NaN","NaN"
"ACBSPA","20050427","9430800","41515230","3849","5","NaN","NaN","NaN","NaN"
"ACC","20061227","9499500","44640000","3827","5","NaN","NaN","NaN","NaN"
"ACC MATERIAIS DE CONSTRUCAO E TRANSPORTES","19920422","4744099","44052026","3515","3","NaN","NaN","NaN","NaN"
"ACCBCZP","20060515","9430800","44068050","3515","5","NaN","NaN","NaN","NaN"
"ACCBS","19970911","9430800","48780000","3371","5","NaN","NaN","NaN","NaN"
"ACCBV","19881124","8800600","44635000","3997","5","NaN","NaN","NaN","NaN"
"ACCC","20081117","9430800","48890000","3959","5","NaN","NaN","NaN","NaN"
"ACCCBA","19881117","9430800","41630340","3849","5","NaN","NaN","NaN","NaN"
"ACCGA","19980706","9430800","44110000","3515","5","NaN","NaN","NaN","NaN"
"ACCM","20021209","9430800","45810000","3807","5","NaN","NaN","NaN","NaN"
"ACCS SHOPPING CENTER","19960307","7020400","40015000","3849","1","NaN","NaN","NaN","NaN"
"ACCSA","19900518","9430800","46500000","3697","5","NaN","NaN","NaN","NaN"
"ACD","20110713","9430800","45855000","3627","5","NaN","NaN","NaN","NaN"
"ACDCS","20021207","8730199","48750000","3823","5","NaN","NaN","NaN","NaN"
"ACDP","20110207","9499500","45980000","3811","5","NaN","NaN","NaN","NaN"
"ACE","20110128","9499500","46800000","3845","5","NaN","NaN","NaN","NaN"
"ACE - ASSOCIACAO COMUNIDADE ESCOLAR","19990430","9430800","46500000","3697","5","NaN","NaN","NaN","NaN"
"ACE ALLPURPOSE COMUNICATION & EXCHANGE","19980303","8593700","45605351","3597","1","NaN","NaN","NaN","NaN"
"ACEB","20041028","8599604","40040465","3849","5","NaN","NaN","NaN","NaN"
"ACEES","20070129","9499500","44642000","3007","5","NaN","NaN","NaN","NaN"
"ACEK","19981029","9430800","48780000","3371","5","NaN","NaN","NaN","NaN"
"ACEMAP","19990526","8513900","48780000","3371","5","NaN","NaN","NaN","NaN"
"ACEPA","19971201","9430800","46400000","3403","5","NaN","NaN","NaN","NaN"
"ACEROLA MODA INFANTIL","20090909","4781400","44002088","3515","1","NaN","NaN","NaN","NaN"
"ACERTE CONCURSOS","20090205","8599605","40280000","3849","3","NaN","NaN","NaN","NaN"
"ACESSO INFORMATICA","19990416","6209100","44900000","3593","1","NaN","NaN","NaN","NaN"
"ACESSO LIVRE INFORMATICA","20040916","4751201","44380000","3495","1","NaN","NaN","NaN","NaN"
"ACESSORAUTO","20030317","4530703","45700000","3629","1","NaN","NaN","NaN","NaN"
"ACESSUBA","20000425","9430800","46400000","3403","5","NaN","NaN","NaN","NaN"
"ACFC","19980619","9430800","46100000","3391","5","NaN","NaN","NaN","NaN"
"ACFLEX EQUIPAMENTOS INDUSTRIAIS","20100315","4789099","40445200","3849","1","NaN","NaN","NaN","NaN"
"ACFMD","19960509","9430800","44600000","3581","5","NaN","NaN","NaN","NaN"
"ACFPBS","20000417","9430800","48925000","3045","5","NaN","NaN","NaN","NaN"
"ACFPTNP","19990903","9430800","47300000","3443","5","NaN","NaN","NaN","NaN"
"ACHIEVE","20101118","8593700","45020705","3965","1","NaN","NaN","NaN","NaN"
"ACI","19830325","8640202","45600290","3597","1","NaN","NaN","NaN","NaN"
"ACIAJ","19960620","9430800","48960000","3655","5","NaN","NaN","NaN","NaN"
"ACIMAC","19950619","9430800","46500000","3697","5","NaN","NaN","NaN","NaN"
"ACJB","20000506","9430800","48400000","3833","5","NaN","NaN","NaN","NaN"
"ACLC","20051101","9430800","48895000","3029","5","NaN","NaN","NaN","NaN"
"ACLF","20000427","9430800","48750000","3823","5","NaN","NaN","NaN","NaN"
"ACLG","20000131","9430800","44720000","3725","5","NaN","NaN","NaN","NaN"
"ACLGBA","19971110","9430800","44380000","3495","5","NaN","NaN","NaN","NaN"
"ACLIMAR CLIMATIZAAO","20100622","4322302","40080001","3849","1","NaN","NaN","NaN","NaN"
"ACMB","20010918","9430800","45602748","3597","5","NaN","NaN","NaN","NaN"
"ACMJT","20100812","9499500","48005135","3313","5","NaN","NaN","NaN","NaN"
"ACMP","19980116","9430800","46980000","3589","5","NaN","NaN","NaN","NaN"
"ACMV","20010508","9430800","46820000","3265","5","NaN","NaN","NaN","NaN"
"ACO BRUMADO","20080828","4744001","46100000","3391","3","NaN","NaN","NaN","NaN"
"ACO CAMACARI","20110311","2511000","42850000","3087","1","NaN","NaN","NaN","NaN"
"ACO FORTE","20100720","4744001","44478000","3963","1","NaN","NaN","NaN","NaN"
"ACOB","20051129","9430800","48605140","3781","5","NaN","NaN","NaN","NaN"
"ACOBB","19871029","9430800","48005135","3313","5","NaN","NaN","NaN","NaN"
"ACOBES","19960530","9430800","47590000","3583","5","NaN","NaN","NaN","NaN"
"ACOBID","20050214","9430800","43850000","3889","5","NaN","NaN","NaN","NaN"
"ACOF - ASSISTENCIA CLINICA OFTALMOLOGICA","20010517","8630503","40050405","3849","3","NaN","NaN","NaN","NaN"
"ACOFLEX","19961112","4754701","46165000","3501","3","NaN","NaN","NaN","NaN"
"ACOGUE DO CEZAR","20080721","4722901","46500000","3697","1","NaN","NaN","NaN","NaN"
"ACOJAB","20050620","9430800","44780000","3335","5","NaN","NaN","NaN","NaN"
"ACOJAP","20030327","9430800","46490000","3569","5","NaN","NaN","NaN","NaN"
"ACOKORT INDUSTRIA E COMERCIO DE MOVEIS LTDA","19980325","2399101","40450050","3849","1","NaN","NaN","NaN","NaN"
"ACOM DIGITAL","20050811","4751201","47802016","3363","1","NaN","NaN","NaN","NaN"
"ACOMAC-BA","19780131","9411100","41820790","3849","5","NaN","NaN","NaN","NaN"
"ACOMBACE","19980703","9430800","46330000","3689","5","NaN","NaN","NaN","NaN"
"ACOMPAR","19870205","9430800","44700000","3651","5","NaN","NaN","NaN","NaN"
"ACOMQST","20070130","9430800","44790000","3419","5","NaN","NaN","NaN","NaN"
"ACOMT","19890708","9430800","44720000","3725","5","NaN","NaN","NaN","NaN"
"ACONCHEGO","20060724","8712300","40050300","3849","1","NaN","NaN","NaN","NaN"
"ACONCHEGO DO EGIDIO","20021129","5620101","48601295","3781","1","NaN","NaN","NaN","NaN"
"ACOPA","20060905","9430800","48760000","3341","5","NaN","NaN","NaN","NaN"
"ACOPALG","20050801","163600","46300000","3399","5","NaN","NaN","NaN","NaN"
"ACOPAT","20010201","9430800","44695000","3083","5","NaN","NaN","NaN","NaN"
"ACOPAVIN","19880531","9430800","40830710","3849","5","NaN","NaN","NaN","NaN"
"ACOS CAMPINENSE","20090821","4744001","48500000","3513","1","NaN","NaN","NaN","NaN"
"ACOS TRANSPORTES","20060412","7719599","48880000","3861","1","NaN","NaN","NaN","NaN"
"ACOTANQ","20031203","4744099","48620000","3527","1","NaN","NaN","NaN","NaN"
"ACOUGUE BOI BOM E MERCADINHO DOIS IRMAOS","20001229","4729699","46530000","3381","1","NaN","NaN","NaN","NaN"
"ACOUGUE BOI BONITO","20080509","4722901","47803240","3363","1","NaN","NaN","NaN","NaN"
"ACOUGUE BOI BONITO","20080416","5611204","47810641","3363","1","NaN","NaN","NaN","NaN"
"ACOUGUE CARNE DO SERTAO","20110322","4722901","45810000","3807","1","NaN","NaN","NaN","NaN"
"ACOUGUE CENTRAL","20080801","4722901","45928000","3761","1","NaN","NaN","NaN","NaN"
"ACOUGUE CONDOMINIO 2000","20101123","4722901","45818000","3807","1","NaN","NaN","NaN","NaN"
"ACOUGUE DO JOHNYE","20120402","4722901","44850000","3735","1","NaN","NaN","NaN","NaN"
"ACOUGUE DO MARCOS","20100513","4722901","44940000","3451","1","NaN","NaN","NaN","NaN"
"ACOUGUE DO SISI","20110131","4722901","45900000","3437","1","NaN","NaN","NaN","NaN"
"ACOUGUE E FRIOS DO NENGA","20061108","4722901","45177000","3271","1","NaN","NaN","NaN","NaN"
"ACOUGUE E MERCADO O PAO CASEIRO","20090417","4712100","45300000","3319","1","NaN","NaN","NaN","NaN"
"ACOUGUE E MERCEARIA CARNE BOA","19980213","4722901","45855000","3627","1","NaN","NaN","NaN","NaN"
"ACOUGUE E MERCEARIA CENTER CARNE D R","20060720","4722901","45750000","3625","1","NaN","NaN","NaN","NaN"
"ACOUGUE MENDES","20100419","4722901","46445000","3441","1","NaN","NaN","NaN","NaN"
"ACOUGUE MIRANDA","20110318","4722901","47520000","3565","1","NaN","NaN","NaN","NaN"
"ACOUGUE RESTAURANTE E HOTEL XAVIER","20111214","4722901","47600000","3377","1","NaN","NaN","NaN","NaN"
"ACOUGUE RODRIGUES","20111214","4722901","45066043","3965","1","NaN","NaN","NaN","NaN"
"ACOUGUE SAO JORGE","19960125","4722901","40411380","3849","1","NaN","NaN","NaN","NaN"
"ACOUGUE SAO JOSE","19980217","4722901","48880000","3861","1","NaN","NaN","NaN","NaN"
"ACOUGUE SOUZA","20120519","4722901","46350000","3951","1","NaN","NaN","NaN","NaN"
"ACP SEGURANCA","19990609","4649401","42701450","3685","5","NaN","NaN","NaN","NaN"
"ACPAFSP","20020507","9430800","44695000","3083","5","NaN","NaN","NaN","NaN"
"ACPAQA","20120104","9430800","48880000","3861","5","NaN","NaN","NaN","NaN"
"ACPC","19960717","9430800","47200000","3821","5","NaN","NaN","NaN","NaN"
"ACPCRSF","19990114","322101","48601190","3781","5","NaN","NaN","NaN","NaN"
"ACPD","20001010","9430800","44930000","3813","5","NaN","NaN","NaN","NaN"
"ACPHML","20061127","9430800","48880000","3861","5","NaN","NaN","NaN","NaN"
"ACPPCLFLC","20001130","9430800","46500000","3697","5","NaN","NaN","NaN","NaN"
"ACPPR DE MUQUEM DO PEIXE","19961029","9430800","44892000","3423","5","NaN","NaN","NaN","NaN"
"ACPPRCQL DE SAUDE","20071004","9430800","44745000","3729","5","NaN","NaN","NaN","NaN"
"ACPPRVM","19951113","9430800","48601190","3781","5","NaN","NaN","NaN","NaN"
"ACPRBV","19960125","9430800","46360000","3791","5","NaN","NaN","NaN","NaN"
"ACPRV","20080716","9499500","46530000","3381","5","NaN","NaN","NaN","NaN"
"ACPS CONTABILIDADE","20090826","6920601","41600610","3849","3","NaN","NaN","NaN","NaN"
"ACPVC","19950620","9430800","45180000","3323","5","NaN","NaN","NaN","NaN"
"ACQBDA","20091119","9430800","44700000","3651","5","NaN","NaN","NaN","NaN"
"ACQEP","20030227","9430800","44300000","3397","5","NaN","NaN","NaN","NaN"
"ACQUAAROMA","20010529","4772500","42701340","3685","1","NaN","NaN","NaN","NaN"
"ACQUABAHIA","20040506","4759899","45985669","3993","1","NaN","NaN","NaN","NaN"
"ACQUATIME AMBIENTAL","19970926","4789005","42710610","3685","3","NaN","NaN","NaN","NaN"
"ACQV","20091222","9430800","46900000","3897","5","NaN","NaN","NaN","NaN"
"ACR - ADMINISTRACAO DE CONDOMINIOS RESIDENCIAIS","19990312","8219999","40157250","3849","1","NaN","NaN","NaN","NaN"
"ACR CONSTRUTORA","20071106","4213800","42703080","3685","3","NaN","NaN","NaN","NaN"
"ACRAPMAEPRE","20090303","9499500","45490000","3677","5","NaN","NaN","NaN","NaN"
"ACRC","19980127","9430800","44565000","3049","5","NaN","NaN","NaN","NaN"
"ACRE CONTADORES ASSOCIADOS","19821019","6920601","41830380","3849","3","NaN","NaN","NaN","NaN"
"ACREC","20020412","9430800","48130000","3343","5","NaN","NaN","NaN","NaN"
"ACREDITE","20070823","9430800","45000240","3965","5","NaN","NaN","NaN","NaN"
"ACRIL SILK","19910521","4781400","40445170","3849","5","NaN","NaN","NaN","NaN"
"ACRIVAC","20111109","162899","47640000","3863","5","NaN","NaN","NaN","NaN"
"ACRMI","20060621","9430800","45545000","3943","5","NaN","NaN","NaN","NaN"
"ACROB","19991227","9430800","47530000","3765","5","NaN","NaN","NaN","NaN"
"ACRSB","20050615","9430800","44720000","3725","5","NaN","NaN","NaN","NaN"
"ACS MATOS ASSISTENCIA TECNICA E REPRESENTACOES","19920605","4773300","45208743","3661","1","NaN","NaN","NaN","NaN"
"ACSB","20040115","9430800","45030170","3965","5","NaN","NaN","NaN","NaN"
"ACSVER","20051003","9430800","48903970","3669","5","NaN","NaN","NaN","NaN"
"ACTION FITNESS","20031222","9313100","41810010","3849","1","NaN","NaN","NaN","NaN"
"ACTIVE COSMETICOS E PERFUMARIA","20020419","4772500","46860000","3537","5","NaN","NaN","NaN","NaN"
"ACTO","19910902","8650003","40170130","3849","1","NaN","NaN","NaN","NaN"
"ACTS-DISTRIBUIDORA DE PARAFINAS LTDA","19950619","4731800","43810261","3429","1","NaN","NaN","NaN","NaN"
"ACUCENA CHEIROSA BANDA SHOW","20090317","9001902","45653000","3573","1","NaN","NaN","NaN","NaN"
"ACUPUNTURA TAVARES","20010720","8690903","41820020","3849","1","NaN","NaN","NaN","NaN"
"ACVO","20030613","9430800","46530000","3381","5","NaN","NaN","NaN","NaN"
"ACVP","20040709","9430800","46900000","3897","5","NaN","NaN","NaN","NaN"
"ACVQQ","19980424","9430800","46980000","3589","5","NaN","NaN","NaN","NaN"
"AD REPAROS & SERVICOS","20100623","4744099","45810000","3807","1","NaN","NaN","NaN","NaN"
"AD WAVE TELECOM","19950404","6110803","48790000","3937","1","NaN","NaN","NaN","NaN"
"AD2","20120516","7111100","40295050","3849","1","NaN","NaN","NaN","NaN"
"AD4 ENGENHARIA E SERVICOS","20010814","4924800","45570000","3579","5","NaN","NaN","NaN","NaN"
"ADAFC","20081002","9499500","48110000","3449","5","NaN","NaN","NaN","NaN"
"ADAFES RECUPERACAO DE CREDITOS E SERVICOS","20120523","8230001","48760000","3341","1","NaN","NaN","NaN","NaN"
"ADAFI","20080521","9430800","48730000","3467","5","NaN","NaN","NaN","NaN"
"ADAMES ELETRONICA","19920826","4743100","40296190","3849","1","NaN","NaN","NaN","NaN"
"ADAO CONSTRUTOR","20111207","4399103","47100000","3353","1","NaN","NaN","NaN","NaN"
"ADAO E EVA","20101111","4781400","45810000","3807","1","NaN","NaN","NaN","NaN"
"ADB","20050317","9319199","45658120","3573","5","NaN","NaN","NaN","NaN"
"ADBI","20060717","9312300","44745000","3729","5","NaN","NaN","NaN","NaN"
"ADCF","19980615","9430800","46440000","3705","5","NaN","NaN","NaN","NaN"
"ADCOS COSMETICOS","20070201","4772500","41820908","3849","3","NaN","NaN","NaN","NaN"
"ADCTLA","20051215","9412099","45300000","3319","5","NaN","NaN","NaN","NaN"
"ADDEMBLEIA DE DEUS","20011030","9491000","46740000","3379","5","NaN","NaN","NaN","NaN"
"ADDICIONE SOLUCOES CRIATIVAS","20110415","7490104","43700000","3913","1","NaN","NaN","NaN","NaN"
"ADECCA","20050809","9430800","44750000","3409","5","NaN","NaN","NaN","NaN"
"ADECO","19900808","9430800","48950000","3939","5","NaN","NaN","NaN","NaN"
"ADEFIJ","20070924","8711503","45200290","3661","5","NaN","NaN","NaN","NaN"
"ADEILDA NAIL DESIGNER","20120403","9602502","40394370","3849","1","NaN","NaN","NaN","NaN"
"ADELBA","19840607","9312300","44002128","3515","5","NaN","NaN","NaN","NaN"
"ADELBA","19840607","9312300","48970000","3901","5","NaN","NaN","NaN","NaN"
"ADEMI BA","19751020","9411100","41820020","3849","5","NaN","NaN","NaN","NaN"
"ADEMVALE","20010119","9491000","48904010","3669","5","NaN","NaN","NaN","NaN"
"ADEP","19911022","8513900","40301155","3849","5","NaN","NaN","NaN","NaN"
"ADEPLANE","19990505","7020400","44380000","3495","1","NaN","NaN","NaN","NaN"
"ADEQUA","19950906","9430800","46985000","3589","5","NaN","NaN","NaN","NaN"
"ADERE ASSOCIADOS","19971009","7020400","45435000","3647","1","NaN","NaN","NaN","NaN"
"ADESA","19891101","9430800","48760000","3341","5","NaN","NaN","NaN","NaN"
"ADESAFUC","20070525","9312300","48415000","3089","5","NaN","NaN","NaN","NaN"
"ADESAL","20050906","9491000","40323195","3849","5","NaN","NaN","NaN","NaN"
"ADESAL","20050906","9491000","41635080","3849","5","NaN","NaN","NaN","NaN"
"ADESAL","20050906","9491000","40717180","3849","5","NaN","NaN","NaN","NaN"
"ADESAL","20070827","9491000","40342000","3849","5","NaN","NaN","NaN","NaN"
"ADESAL","20070827","9491000","40301125","3849","5","NaN","NaN","NaN","NaN"
"ADESAL","20070827","9491000","40370190","3849","5","NaN","NaN","NaN","NaN"
"ADESAL","20070827","9491000","41950260","3849","5","NaN","NaN","NaN","NaN"
"ADESCOP","20071003","9430800","44270000","3933","5","NaN","NaN","NaN","NaN"
"ADF","20080704","4530703","45051030","3965","1","NaN","NaN","NaN","NaN"
"ADG","20140606","6810201","44570330","3873","1","NaN","NaN","NaN","NaN"
"ADIBELLA FASHION","20071009","4713002","48850000","3641","1","NaN","NaN","NaN","NaN"
"ADIL","19791026","4110700","40155150","3849","1","NaN","NaN","NaN","NaN"
